home_team,away_team,home_score,away_score,both_teams_scored
Liverpool,Nottingham,1,0,False
Crystal Palace,Manchester Kék,0,0,False
Everton,Newcastle,2,0,False
Liverpool,West Ham,1,0,False
Wolverhampton,Everton,1,2,True
Brentford,Tottenham,1,3,True
Fulham,Aston Oroszlán,2,1,True
Newcastle,Vörös Ördögök,1,1,True
Nottingham,Brighton,1,0,False
Chelsea,Crystal Palace,1,1,True
Manchester Kék,London Ágyúk,2,0,False
West Ham,Fulham,1,1,True
London Ágyúk,Chelsea,1,2,True
Tottenham,Manchester Kék,2,1,True
Brighton,Liverpool,1,0,False
Everton,Nottingham,1,1,True
Crystal Palace,Newcastle,0,1,False
Aston Oroszlán,Brentford,0,0,False
Vörös Ördögök,Wolverhampton,2,0,False
Nottingham,Vörös Ördögök,1,4,True
Newcastle,London Ágyúk,0,1,False
Liverpool,Everton,2,1,True
Brighton,West Ham,3,0,False
Brentford,Fulham,0,0,False
Wolverhampton,Crystal Palace,2,1,True
Manchester Kék,Aston Oroszlán,2,0,False
Chelsea,Tottenham,3,1,True
Fulham,Manchester Kék,1,2,True
Aston Oroszlán,Chelsea,1,2,True
Everton,Brighton,2,0,False
Crystal Palace,Nottingham,1,1,True
London Ágyúk,Wolverhampton,1,3,True
West Ham,Brentford,0,1,False
Vörös Ördögök,Liverpool,1,0,False
Tottenham,Newcastle,1,1,True
Newcastle,Aston Oroszlán,2,1,True
Wolverhampton,Tottenham,2,1,True
Chelsea,Fulham,4,1,True
Everton,West Ham,1,2,True
Liverpool,Crystal Palace,5,0,False
Brighton,Vörös Ördögök,0,1,False
Manchester Kék,Brentford,0,1,False
Nottingham,London Ágyúk,1,0,False
Brentford,Chelsea,0,1,False
Vörös Ördögök,Everton,3,0,False
Crystal Palace,Brighton,2,0,False
Aston Oroszlán,Wolverhampton,0,1,False
Fulham,Newcastle,3,0,False
Tottenham,Nottingham,1,2,True
West Ham,Manchester Kék,0,0,False
London Ágyúk,Liverpool,1,1,True
Newcastle,Brentford,0,1,False
Brighton,London Ágyúk,1,2,True
Nottingham,Aston Oroszlán,0,3,False
Vörös Ördögök,West Ham,2,0,False
Chelsea,Manchester Kék,1,0,False
Liverpool,Tottenham,3,1,True
Everton,Crystal Palace,0,0,False
Wolverhampton,Fulham,2,1,True
Aston Oroszlán,Liverpool,1,2,True
London Ágyúk,Everton,2,4,True
Brentford,Wolverhampton,1,3,True
West Ham,Chelsea,0,2,False
Crystal Palace,Vörös Ördögök,1,1,True
Tottenham,Brighton,4,1,True
Manchester Kék,Newcastle,4,0,False
Fulham,Nottingham,0,0,False
Vörös Ördögök,London Ágyúk,2,0,False
Wolverhampton,Manchester Kék,0,3,False
Everton,Tottenham,1,0,False
Liverpool,Fulham,0,1,False
Nottingham,Brentford,0,2,False
Newcastle,Chelsea,3,1,True
Crystal Palace,West Ham,1,0,False
Brighton,Aston Oroszlán,3,0,False
Vörös Ördögök,Tottenham,1,1,True
Liverpool,Brentford,0,2,False
Brighton,Fulham,0,4,False
Nottingham,Manchester Kék,1,4,True
Crystal Palace,London Ágyúk,0,0,False
West Ham,Newcastle,0,0,False
Wolverhampton,Chelsea,0,6,False
Everton,Aston Oroszlán,3,0,False
Chelsea,Nottingham,0,0,False
London Ágyúk,West Ham,2,0,False
Brentford,Brighton,0,0,False
Aston Oroszlán,Vörös Ördögök,1,1,True
Newcastle,Wolverhampton,3,1,True
Tottenham,Crystal Palace,3,0,False
Fulham,Everton,0,1,False
Manchester Kék,Liverpool,1,0,False
Everton,Brentford,3,0,False
West Ham,Wolverhampton,1,0,False
Nottingham,Newcastle,2,3,True
London Ágyúk,Tottenham,3,1,True
Liverpool,Chelsea,0,0,False
Crystal Palace,Aston Oroszlán,1,0,False
Brighton,Manchester Kék,4,2,True
Vörös Ördögök,Fulham,0,1,False
Brentford,Vörös Ördögök,0,5,False
Aston Oroszlán,London Ágyúk,1,1,True
Fulham,Crystal Palace,0,1,False
Wolverhampton,Nottingham,2,0,False
Manchester Kék,Everton,3,2,True
Tottenham,West Ham,1,2,True
Newcastle,Liverpool,0,0,False
Chelsea,Brighton,3,0,False
Liverpool,Wolverhampton,1,0,False
Brighton,Newcastle,1,2,True
West Ham,Nottingham,1,1,True
Everton,Chelsea,2,2,True
London Ágyúk,Fulham,0,0,False
Vörös Ördögök,Manchester Kék,1,2,True
Tottenham,Aston Oroszlán,0,0,False
Crystal Palace,Brentford,1,0,False
Fulham,Tottenham,1,3,True
Wolverhampton,Brighton,0,0,False
Aston Oroszlán,West Ham,0,0,False
Brentford,London Ágyúk,1,1,True
Chelsea,Vörös Ördögök,2,1,True
Nottingham,Liverpool,0,4,False
Manchester Kék,Crystal Palace,1,1,True
Newcastle,Everton,0,3,False
West Ham,Liverpool,2,2,True
Everton,Wolverhampton,3,2,True
Tottenham,Brentford,0,0,False
Aston Oroszlán,Fulham,1,0,False
Vörös Ördögök,Newcastle,2,3,True
Brighton,Nottingham,1,1,True
Crystal Palace,Chelsea,0,2,False
London Ágyúk,Manchester Kék,0,1,False
Fulham,West Ham,3,2,True
Chelsea,London Ágyúk,3,1,True
Manchester Kék,Tottenham,0,1,False
Liverpool,Brighton,3,0,False
Nottingham,Everton,1,2,True
Newcastle,Crystal Palace,3,0,False
Brentford,Aston Oroszlán,0,1,False
Wolverhampton,Vörös Ördögök,0,0,False
Vörös Ördögök,Nottingham,2,1,True
London Ágyúk,Newcastle,1,2,True
Everton,Liverpool,1,1,True
West Ham,Brighton,1,1,True
Fulham,Brentford,1,0,False
Crystal Palace,Wolverhampton,3,1,True
Aston Oroszlán,Manchester Kék,1,0,False
Tottenham,Chelsea,4,1,True
Manchester Kék,Fulham,1,0,False
Chelsea,Aston Oroszlán,2,0,False
Brighton,Everton,0,0,False
Nottingham,Crystal Palace,4,1,True
Wolverhampton,London Ágyúk,3,2,True
Brentford,West Ham,2,1,True
Liverpool,Vörös Ördögök,3,0,False
Newcastle,Tottenham,2,0,False
Aston Oroszlán,Newcastle,2,2,True
Tottenham,Wolverhampton,1,0,False
Fulham,Chelsea,1,3,True
West Ham,Everton,0,1,False
Crystal Palace,Liverpool,0,0,False
Vörös Ördögök,Brighton,1,1,True
Brentford,Manchester Kék,0,3,False
London Ágyúk,Nottingham,2,1,True
Chelsea,Brentford,2,0,False
Everton,Vörös Ördögök,2,0,False
Brighton,Crystal Palace,0,3,False
Wolverhampton,Aston Oroszlán,2,0,False
Newcastle,Fulham,4,1,True
Nottingham,Tottenham,0,1,False
Manchester Kék,West Ham,3,1,True
Liverpool,London Ágyúk,2,0,False
Brentford,Newcastle,1,0,False
London Ágyúk,Brighton,3,1,True
Aston Oroszlán,Nottingham,1,1,True
West Ham,Vörös Ördögök,0,2,False
Manchester Kék,Chelsea,0,2,False
Tottenham,Liverpool,2,1,True
Crystal Palace,Everton,0,1,False
Fulham,Wolverhampton,1,2,True
Liverpool,Aston Oroszlán,2,1,True
Everton,London Ágyúk,1,0,False
Wolverhampton,Brentford,0,0,False
Chelsea,West Ham,2,0,False
Vörös Ördögök,Crystal Palace,2,0,False
Brighton,Tottenham,0,1,False
Newcastle,Manchester Kék,4,2,True
Nottingham,Fulham,1,0,False
London Ágyúk,Vörös Ördögök,0,3,False
Manchester Kék,Wolverhampton,4,1,True
Tottenham,Everton,0,1,False
Fulham,Liverpool,2,1,True
Brentford,Nottingham,1,1,True
Chelsea,Newcastle,2,1,True
West Ham,Crystal Palace,0,0,False
Aston Oroszlán,Brighton,0,2,False
Everton,Brighton,1,0,False
Wolverhampton,Manchester Kék,2,3,True
Vörös Ördögök,Brentford,0,0,False
Nottingham,Liverpool,1,1,True
Tottenham,London Ágyúk,1,4,True
Newcastle,Fulham,0,2,False
Crystal Palace,West Ham,2,0,False
Chelsea,Aston Oroszlán,3,0,False
Liverpool,Crystal Palace,2,0,False
Fulham,Tottenham,2,2,True
Brentford,Wolverhampton,3,0,False
Brighton,Chelsea,0,5,False
West Ham,Newcastle,1,2,True
London Ágyúk,Everton,2,0,False
Aston Oroszlán,Vörös Ördögök,1,0,False
Manchester Kék,Nottingham,0,0,False
Wolverhampton,Aston Oroszlán,1,2,True
West Ham,Fulham,1,0,False
Newcastle,Liverpool,1,3,True
Everton,Tottenham,1,2,True
Crystal Palace,Manchester Kék,2,2,True
Chelsea,London Ágyúk,2,1,True
Nottingham,Brentford,0,3,False
Vörös Ördögök,Brighton,1,1,True
Brighton,Wolverhampton,1,2,True
Tottenham,Chelsea,1,0,False
London Ágyúk,Vörös Ördögök,3,2,True
Liverpool,West Ham,2,1,True
Aston Oroszlán,Nottingham,0,0,False
Fulham,Everton,2,1,True
Manchester Kék,Newcastle,2,1,True
Brentford,Crystal Palace,0,0,False
West Ham,Manchester Kék,2,2,True
Newcastle,Brentford,2,2,True
Liverpool,Fulham,2,1,True
Crystal Palace,Aston Oroszlán,4,0,False
Vörös Ördögök,Tottenham,2,1,True
Nottingham,Brighton,0,0,False
Chelsea,Everton,0,2,False
Wolverhampton,London Ágyúk,1,2,True
Everton,Vörös Ördögök,1,1,True
Brentford,West Ham,2,1,True
Fulham,Chelsea,2,0,False
Tottenham,Wolverhampton,1,2,True
Brighton,Crystal Palace,1,1,True
Manchester Kék,Liverpool,1,2,True
London Ágyúk,Nottingham,3,1,True
Aston Oroszlán,Newcastle,2,1,True
Manchester Kék,Fulham,5,2,True
West Ham,Aston Oroszlán,1,0,False
Wolverhampton,Everton,0,1,False
Vörös Ördögök,Chelsea,2,1,True
Newcastle,Brighton,0,3,False
Liverpool,Brentford,1,1,True
Crystal Palace,London Ágyúk,1,1,True
Nottingham,Tottenham,1,2,True
Fulham,Vörös Ördögök,2,2,True
Tottenham,Crystal Palace,3,2,True
Everton,Nottingham,1,0,False
Brentford,Manchester Kék,1,0,False
Aston Oroszlán,Liverpool,1,0,False
London Ágyúk,Newcastle,3,2,True
Chelsea,Wolverhampton,1,0,False
Brighton,West Ham,3,3,True
Liverpool,Brighton,0,1,False
Newcastle,Tottenham,1,2,True
Manchester Kék,Aston Oroszlán,1,0,False
Brentford,Fulham,0,2,False
Wolverhampton,Vörös Ördögök,0,2,False
West Ham,London Ágyúk,2,3,True
Nottingham,Chelsea,0,3,False
Crystal Palace,Everton,1,1,True
Vörös Ördögök,Nottingham,1,0,False
Chelsea,Crystal Palace,2,0,False
Aston Oroszlán,Brentford,0,3,False
London Ágyúk,Liverpool,2,2,True
Tottenham,West Ham,1,0,False
Fulham,Wolverhampton,4,0,False
Brighton,Manchester Kék,0,1,False
Everton,Newcastle,0,0,False
Newcastle,Chelsea,1,3,True
West Ham,Everton,1,2,True
Crystal Palace,Vörös Ördögök,1,0,False
Aston Oroszlán,Fulham,4,3,True
Manchester Kék,London Ágyúk,5,1,True
Brentford,Brighton,0,4,False
Nottingham,Wolverhampton,1,1,True
Liverpool,Tottenham,1,1,True
Wolverhampton,Crystal Palace,0,0,False
Brighton,Aston Oroszlán,1,2,True
London Ágyúk,Brentford,3,0,False
Chelsea,West Ham,2,1,True
Vörös Ördögök,Newcastle,6,1,True
Everton,Liverpool,1,0,False
Fulham,Nottingham,1,0,False
Tottenham,Manchester Kék,1,3,True
Newcastle,Wolverhampton,4,1,True
Brentford,Tottenham,1,2,True
Liverpool,Chelsea,0,0,False
Brighton,Fulham,1,0,False
Crystal Palace,Nottingham,1,3,True
Manchester Kék,Everton,0,0,False
Aston Oroszlán,London Ágyúk,1,1,True
West Ham,Vörös Ördögök,1,4,True
Chelsea,Manchester Kék,2,1,True
Tottenham,Aston Oroszlán,1,0,False
Wolverhampton,West Ham,0,3,False
Fulham,Crystal Palace,1,2,True
London Ágyúk,Brighton,2,1,True
Everton,Brentford,2,0,False
Nottingham,Newcastle,1,1,True
Vörös Ördögök,Liverpool,5,1,True
Brighton,Tottenham,1,0,False
West Ham,Nottingham,2,0,False
Aston Oroszlán,Everton,0,0,False
Manchester Kék,Vörös Ördögök,0,1,False
Liverpool,Wolverhampton,2,1,True
Newcastle,Crystal Palace,3,0,False
London Ágyúk,Fulham,2,0,False
Brentford,Chelsea,1,1,True
Brighton,Everton,1,0,False
Manchester Kék,Wolverhampton,2,1,True
Brentford,Vörös Ördögök,6,1,True
Liverpool,Nottingham,1,0,False
London Ágyúk,Tottenham,2,0,False
Fulham,Newcastle,2,0,False
West Ham,Crystal Palace,0,0,False
Aston Oroszlán,Chelsea,0,0,False
Crystal Palace,Liverpool,1,2,True
Tottenham,Fulham,2,2,True
Wolverhampton,Brentford,0,0,False
Chelsea,Brighton,0,0,False
Newcastle,West Ham,1,2,True
Everton,London Ágyúk,1,1,True
Vörös Ördögök,Aston Oroszlán,2,1,True
Nottingham,Manchester Kék,1,0,False
Aston Oroszlán,Wolverhampton,3,1,True
Fulham,West Ham,3,1,True
Liverpool,Newcastle,3,1,True
Tottenham,Everton,2,2,True
Manchester Kék,Crystal Palace,3,1,True
London Ágyúk,Chelsea,3,0,False
Brentford,Nottingham,4,0,False
Brighton,Vörös Ördögök,1,1,True
Wolverhampton,Brighton,5,0,False
Chelsea,Tottenham,3,0,False
Vörös Ördögök,London Ágyúk,3,2,True
West Ham,Liverpool,0,0,False
Nottingham,Aston Oroszlán,1,3,True
Everton,Fulham,0,1,False
Newcastle,Manchester Kék,1,1,True
Crystal Palace,Brentford,0,2,False
Manchester Kék,West Ham,4,0,False
Brentford,Newcastle,1,1,True
Fulham,Liverpool,0,2,False
Aston Oroszlán,Crystal Palace,1,1,True
Tottenham,Vörös Ördögök,0,1,False
Brighton,Nottingham,2,1,True
Everton,Chelsea,0,0,False
London Ágyúk,Wolverhampton,3,1,True
Vörös Ördögök,Everton,0,0,False
West Ham,Brentford,3,2,True
Chelsea,Fulham,1,1,True
Wolverhampton,Tottenham,1,2,True
Crystal Palace,Brighton,0,1,False
Liverpool,Manchester Kék,2,3,True
Nottingham,London Ágyúk,0,1,False
Newcastle,Aston Oroszlán,1,1,True
Fulham,Manchester Kék,1,2,True
Aston Oroszlán,West Ham,0,1,False
Everton,Wolverhampton,0,1,False
Chelsea,Vörös Ördögök,0,2,False
Brighton,Newcastle,2,2,True
Brentford,Liverpool,0,1,False
London Ágyúk,Crystal Palace,2,2,True
Tottenham,Nottingham,2,0,False
Vörös Ördögök,Fulham,1,5,True
Crystal Palace,Tottenham,2,0,False
Nottingham,Everton,0,0,False
Manchester Kék,Brentford,2,1,True
Liverpool,Aston Oroszlán,3,0,False
Newcastle,London Ágyúk,1,5,True
Wolverhampton,Chelsea,2,1,True
West Ham,Brighton,3,2,True
Brighton,Liverpool,3,0,False
Tottenham,Newcastle,3,0,False
Aston Oroszlán,Manchester Kék,0,4,False
Fulham,Brentford,1,0,False
Vörös Ördögök,Wolverhampton,3,0,False
London Ágyúk,West Ham,2,0,False
Chelsea,Nottingham,5,1,True
Everton,Crystal Palace,1,1,True
Nottingham,Vörös Ördögök,0,2,False
Crystal Palace,Chelsea,0,1,False
Brentford,Aston Oroszlán,1,0,False
Liverpool,London Ágyúk,0,1,False
West Ham,Tottenham,2,0,False
Wolverhampton,Fulham,1,0,False
Manchester Kék,Brighton,2,1,True
Newcastle,Everton,0,0,False
Chelsea,Newcastle,2,0,False
Everton,West Ham,3,0,False
Vörös Ördögök,Crystal Palace,1,0,False
Fulham,Aston Oroszlán,2,0,False
London Ágyúk,Manchester Kék,0,2,False
Brighton,Brentford,0,3,False
Wolverhampton,Nottingham,2,0,False
Tottenham,Liverpool,2,3,True
Crystal Palace,Wolverhampton,1,1,True
Aston Oroszlán,Brighton,2,3,True
Brentford,London Ágyúk,0,0,False
West Ham,Chelsea,2,1,True
Newcastle,Vörös Ördögök,1,4,True
Liverpool,Everton,2,1,True
Nottingham,Fulham,1,3,True
Manchester Kék,Tottenham,2,3,True
Wolverhampton,Newcastle,2,1,True
Tottenham,Brentford,1,1,True
Chelsea,Liverpool,0,1,False
Fulham,Brighton,3,0,False
Nottingham,Crystal Palace,1,2,True
Everton,Manchester Kék,1,1,True
London Ágyúk,Aston Oroszlán,3,0,False
Vörös Ördögök,West Ham,2,0,False
Manchester Kék,Chelsea,0,1,False
Aston Oroszlán,Tottenham,0,3,False
West Ham,Wolverhampton,1,3,True
Crystal Palace,Fulham,1,2,True
Brighton,London Ágyúk,1,3,True
Brentford,Everton,1,1,True
Newcastle,Nottingham,1,1,True
Liverpool,Vörös Ördögök,1,2,True
Tottenham,Brighton,4,0,False
Nottingham,West Ham,1,2,True
Everton,Aston Oroszlán,1,0,False
Vörös Ördögök,Manchester Kék,1,2,True
Wolverhampton,Liverpool,0,1,False
Crystal Palace,Newcastle,1,0,False
Fulham,London Ágyúk,1,1,True
Chelsea,Brentford,2,0,False
Crystal Palace,Nottingham,1,2,True
Wolverhampton,Aston Oroszlán,2,1,True
Everton,Vörös Ördögök,3,3,True
Chelsea,Brentford,1,0,False
West Ham,Newcastle,1,0,False
Fulham,Manchester Kék,2,2,True
London Ágyúk,Brighton,0,2,False
Liverpool,Tottenham,1,1,True
Brentford,London Ágyúk,1,0,False
Manchester Kék,West Ham,3,1,True
Vörös Ördögök,Wolverhampton,3,0,False
Nottingham,Liverpool,1,5,True
Brighton,Fulham,2,1,True
Newcastle,Crystal Palace,0,0,False
Tottenham,Everton,0,0,False
Aston Oroszlán,Chelsea,3,1,True
Wolverhampton,Tottenham,0,0,False
Brighton,Manchester Kék,0,1,False
Fulham,Brentford,2,1,True
Crystal Palace,West Ham,1,1,True
London Ágyúk,Aston Oroszlán,0,0,False
Liverpool,Newcastle,1,4,True
Chelsea,Vörös Ördögök,1,0,False
Everton,Nottingham,2,1,True
Nottingham,Wolverhampton,1,1,True
West Ham,Liverpool,0,3,False
Newcastle,Everton,3,3,True
Brentford,Brighton,2,1,True
Tottenham,Chelsea,3,1,True
Manchester Kék,Crystal Palace,1,0,False
Aston Oroszlán,Fulham,2,1,True
Vörös Ördögök,London Ágyúk,1,1,True
Brighton,Aston Oroszlán,1,1,True
Fulham,Vörös Ördögök,1,0,False
Brentford,Manchester Kék,0,0,False
London Ágyúk,Tottenham,1,0,False
Everton,West Ham,1,0,False
Chelsea,Nottingham,1,0,False
Liverpool,Crystal Palace,1,1,True
Wolverhampton,Newcastle,0,2,False
Crystal Palace,Everton,2,2,True
Vörös Ördögök,Brighton,4,2,True
Manchester Kék,Liverpool,4,1,True
West Ham,Wolverhampton,1,1,True
Nottingham,London Ágyúk,1,3,True
Aston Oroszlán,Brentford,1,2,True
Newcastle,Chelsea,0,3,False
Tottenham,Fulham,4,0,False
Aston Oroszlán,Manchester Kék,2,1,True
Brighton,Tottenham,3,1,True
Wolverhampton,Crystal Palace,2,2,True
Everton,Liverpool,1,1,True
Fulham,Nottingham,5,1,True
Brentford,Vörös Ördögök,1,2,True
London Ágyúk,Newcastle,1,1,True
Chelsea,West Ham,0,2,False
Manchester Kék,Everton,3,0,False
West Ham,London Ágyúk,1,1,True
Crystal Palace,Chelsea,1,2,True
Vörös Ördögök,Aston Oroszlán,2,2,True
Tottenham,Brentford,1,0,False
Newcastle,Fulham,3,1,True
Liverpool,Wolverhampton,3,0,False
Nottingham,Brighton,3,1,True
Brentford,Nottingham,0,0,False
Fulham,West Ham,2,0,False
Aston Oroszlán,Tottenham,2,2,True
Vörös Ördögök,Manchester Kék,0,3,False
Wolverhampton,Everton,2,2,True
Brighton,Newcastle,1,2,True
Chelsea,Liverpool,0,4,False
London Ágyúk,Crystal Palace,2,0,False
Everton,Chelsea,0,1,False
Liverpool,London Ágyúk,2,0,False
Tottenham,Vörös Ördögök,0,1,False
Newcastle,Brentford,3,1,True
West Ham,Brighton,2,1,True
Manchester Kék,Wolverhampton,3,1,True
Nottingham,Aston Oroszlán,0,0,False
Crystal Palace,Fulham,1,1,True
Fulham,Liverpool,2,0,False
Brighton,Crystal Palace,0,1,False
London Ágyúk,Everton,2,0,False
Tottenham,Manchester Kék,4,1,True
Aston Oroszlán,Newcastle,1,1,True
Vörös Ördögök,Nottingham,2,3,True
Chelsea,Wolverhampton,1,4,True
Brentford,West Ham,3,0,False
Wolverhampton,London Ágyúk,2,0,False
Nottingham,Tottenham,1,4,True
Newcastle,Vörös Ördögök,3,3,True
Liverpool,Brighton,0,3,False
Everton,Fulham,0,0,False
Crystal Palace,Brentford,0,0,False
Manchester Kék,Chelsea,1,0,False
West Ham,Aston Oroszlán,3,1,True
Fulham,Wolverhampton,1,0,False
Vörös Ördögök,West Ham,2,2,True
Brentford,Liverpool,0,1,False
Nottingham,Manchester Kék,0,4,False
London Ágyúk,Chelsea,4,0,False
Aston Oroszlán,Crystal Palace,0,0,False
Tottenham,Newcastle,0,2,False
Brighton,Everton,2,1,True
Liverpool,Aston Oroszlán,3,0,False
West Ham,Tottenham,0,2,False
Wolverhampton,Brighton,0,1,False
Manchester Kék,London Ágyúk,1,2,True
Newcastle,Nottingham,0,0,False
Crystal Palace,Vörös Ördögök,0,3,False
Chelsea,Fulham,0,0,False
Everton,Brentford,1,1,True
Nottingham,West Ham,0,1,False
Brighton,Chelsea,1,1,True
Tottenham,Crystal Palace,2,0,False
Aston Oroszlán,Everton,1,4,True
Brentford,Wolverhampton,0,1,False
Fulham,London Ágyúk,2,0,False
Newcastle,Manchester Kék,3,4,True
Vörös Ördögök,Liverpool,3,2,True
Nottingham,Crystal Palace,1,1,True
Aston Oroszlán,Wolverhampton,0,1,False
Vörös Ördögök,Everton,2,1,True
Brentford,Chelsea,0,4,False
Newcastle,West Ham,1,1,True
Manchester Kék,Fulham,5,1,True
Brighton,London Ágyúk,3,2,True
Tottenham,Liverpool,2,1,True
London Ágyúk,Brentford,1,2,True
West Ham,Manchester Kék,0,3,False
Wolverhampton,Vörös Ördögök,0,2,False
Liverpool,Nottingham,2,1,True
Fulham,Brighton,0,0,False
Crystal Palace,Newcastle,2,0,False
Everton,Tottenham,2,1,True
Chelsea,Aston Oroszlán,0,0,False
Tottenham,Wolverhampton,0,1,False
Manchester Kék,Brighton,2,0,False
Brentford,Fulham,2,1,True
West Ham,Crystal Palace,1,0,False
Aston Oroszlán,London Ágyúk,0,3,False
Newcastle,Liverpool,0,3,False
Vörös Ördögök,Chelsea,0,1,False
Nottingham,Everton,1,0,False
Wolverhampton,Nottingham,1,0,False
Liverpool,West Ham,0,3,False
Everton,Newcastle,3,1,True
Brighton,Brentford,2,0,False
Chelsea,Tottenham,0,1,False
Crystal Palace,Manchester Kék,1,1,True
Fulham,Aston Oroszlán,3,0,False
London Ágyúk,Vörös Ördögök,5,0,False
Aston Oroszlán,Brighton,2,0,False
Vörös Ördögök,Fulham,1,3,True
Manchester Kék,Brentford,0,1,False
Tottenham,London Ágyúk,0,2,False
West Ham,Everton,0,2,False
Nottingham,Chelsea,0,1,False
Crystal Palace,Liverpool,2,2,True
Newcastle,Wolverhampton,1,1,True
Everton,Crystal Palace,5,1,True
Brighton,Vörös Ördögök,1,1,True
Liverpool,Manchester Kék,1,1,True
Wolverhampton,West Ham,1,1,True
London Ágyúk,Nottingham,3,0,False
Brentford,Aston Oroszlán,1,1,True
Chelsea,Newcastle,1,1,True
Fulham,Tottenham,2,4,True
Manchester Kék,Aston Oroszlán,3,2,True
Tottenham,Brighton,1,0,False
Crystal Palace,Wolverhampton,1,1,True
Liverpool,Everton,0,0,False
Nottingham,Fulham,0,3,False
Vörös Ördögök,Brentford,1,1,True
Newcastle,London Ágyúk,1,2,True
West Ham,Chelsea,2,1,True
Everton,Manchester Kék,0,1,False
London Ágyúk,West Ham,2,0,False
Chelsea,Crystal Palace,4,3,True
Aston Oroszlán,Vörös Ördögök,2,3,True
Brentford,Tottenham,1,1,True
Fulham,Newcastle,1,4,True
Wolverhampton,Liverpool,3,1,True
Brighton,Nottingham,2,1,True
Nottingham,Brentford,1,0,False
West Ham,Fulham,3,0,False
Tottenham,Aston Oroszlán,1,0,False
Manchester Kék,Vörös Ördögök,2,1,True
Everton,Wolverhampton,0,0,False
Newcastle,Brighton,4,0,False
Liverpool,Chelsea,1,1,True
Crystal Palace,London Ágyúk,1,4,True
Chelsea,Everton,1,2,True
London Ágyúk,Liverpool,4,0,False
Vörös Ördögök,Tottenham,0,4,False
Brentford,Newcastle,2,0,False
Brighton,West Ham,2,1,True
Wolverhampton,Manchester Kék,3,2,True
Aston Oroszlán,Nottingham,1,1,True
Fulham,Crystal Palace,2,2,True
Liverpool,Fulham,1,0,False
Crystal Palace,Brighton,2,2,True
Everton,London Ágyúk,2,2,True
Manchester Kék,Tottenham,4,2,True
Newcastle,Aston Oroszlán,3,0,False
Nottingham,Vörös Ördögök,1,3,True
Wolverhampton,Chelsea,4,1,True
